CustomerKey,FullName,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
13596,MR.BILLY GOMEZ,MR.,BILLY,GOMEZ,6/16/1951,M,M,billy2@adventure-works.com,"$80,000 ",4,High School,Professional,N
13597,MR.LANCE GUTIERREZ,MR.,LANCE,GUTIERREZ,08-05-51,M,M,lance11@adventure-works.com,"$90,000 ",4,High School,Professional,Y
13598,MR.KEITH LUO,MR.,KEITH,LUO,8/16/1951,M,M,keith8@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y
13599,MRS.VALERIE ZHU,MRS.,VALERIE,ZHU,1/15/1951,M,F,valerie16@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y
13600,MRS.MARIE SANZ,MRS.,MARIE,SANZ,2/19/1951,M,F,marie44@adventure-works.com,"$170,000 ",4,Partial College,Professional,N
13601,MRS.TANYA DOMINGUEZ,MRS.,TANYA,DOMINGUEZ,05-06-50,M,F,tanya9@adventure-works.com,"$100,000 ",3,Partial College,Management,Y
13602,MRS.VIRGINIA MEHTA,MRS.,VIRGINIA,MEHTA,5/17/1950,M,F,virginia16@adventure-works.com,"$110,000 ",4,Partial College,Management,Y
13603,MRS.MOLLY MARTINEZ,MRS.,MOLLY,MARTINEZ,06-01-50,M,F,molly16@adventure-works.com,"$120,000 ",4,Partial College,Management,Y
13604,MR.NUAN ZHENG,MR.,NUAN,ZHENG,09-11-50,M,M,nuan3@adventure-works.com,"$130,000 ",4,High School,Management,N
13605,MR.GERRIT STRAATSMA,MR.,GERRIT,STRAATSMA,11/18/1949,M,M,gerrit0@adventure-works.com,"$80,000 ",5,High School,Management,N
13606,MR.DREW SHARMA,MR.,DREW,SHARMA,07-01-49,M,M,drew10@adventure-works.com,"$100,000 ",3,Partial College,Management,Y
13607,MR.LEVI RANA,MR.,LEVI,RANA,04-05-49,S,M,levi10@adventure-works.com,"$110,000 ",4,High School,Management,Y
13608,MRS.KARLA KUMAR,MRS.,KARLA,KUMAR,4/21/1949,M,F,karla8@adventure-works.com,"$120,000 ",4,High School,Management,Y
13609,MR.RAMON YANG,MR.,RAMON,YANG,4/15/1949,M,M,ramon4@adventure-works.com,"$150,000 ",5,High School,Management,Y
13610,MR.OMAR SHARMA,MR.,OMAR,SHARMA,11/28/1948,M,M,omar29@adventure-works.com,"$80,000 ",5,High School,Management,Y
13611,MR.MARSHALL HUANG,MR.,MARSHALL,HUANG,3/23/1948,M,M,marshall5@adventure-works.com,"$90,000 ",4,High School,Management,Y
13612,MRS.HAILEY ROSS,MRS.,HAILEY,ROSS,2/21/1947,M,F,hailey25@adventure-works.com,"$130,000 ",5,Partial High School,Professional,N
13613,MR.DEREK JAI,MR.,DEREK,JAI,12/24/1975,M,M,derek10@adventure-works.com,"$60,000 ",0,Bachelors,Professional,Y
13614,MS.JULIE BECKER,MS.,JULIE,BECKER,4/25/1975,S,F,julie22@adventure-works.com,"$60,000 ",0,Bachelors,Professional,Y
13615,MS.JACQUELYN ROWE,MS.,JACQUELYN,ROWE,3/27/1975,S,F,jacquelyn22@adventure-works.com,"$60,000 ",0,Bachelors,Professional,N
13616,MR.COLE RAMIREZ,MR.,COLE,RAMIREZ,3/27/1976,M,M,cole9@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
13617,MR.GERALD SURI,MR.,GERALD,SURI,3/17/1976,M,M,gerald29@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
13618,MR.JAY RAMAN,MR.,JAY,RAMAN,11/14/1976,S,M,jay19@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
13619,MR.ARTURO XU,MR.,ARTURO,XU,05-11-76,M,M,arturo13@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
13620,MR.DAMIEN YE,MR.,DAMIEN,YE,02-01-76,S,M,damien7@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
13621,MS.MELODY RUIZ,MS.,MELODY,RUIZ,02-01-74,M,F,melody2@adventure-works.com,"$60,000 ",0,Bachelors,Professional,Y
13622,MR.ALAN WANG,MR.,ALAN,WANG,05-07-74,M,M,alan29@adventure-works.com,"$70,000 ",0,Partial High School,Professional,Y
13623,MR.MITCHELL CARSON,MR.,MITCHELL,CARSON,3/15/1973,M,M,mitchell13@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
13624,MS.NICOLE LONG,MS.,NICOLE,LONG,03-09-74,S,F,nicole58@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
13625,MR.JASON CAMPBELL,MR.,JASON,CAMPBELL,11-02-73,M,M,jason36@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
13626,MR.JOHNATHAN MADAN,MR.,JOHNATHAN,MADAN,9/20/1973,M,M,johnathan9@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
13627,MS.NATASHA RUBIO,MS.,NATASHA,RUBIO,07-07-72,M,F,natasha21@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
13628,MS.KAITLIN SCHMIDT,MS.,KAITLIN,SCHMIDT,12/21/1973,M,F,kaitlin10@adventure-works.com,"$110,000 ",0,Partial College,Management,Y
13629,MS.KARLA YUAN,MS.,KARLA,YUAN,7/21/1972,M,F,karla7@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
13630,MS.BRENDA ARUN,MS.,BRENDA,ARUN,3/16/1972,S,F,brenda10@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
13631,MR.JOE SUBRAM,MR.,JOE,SUBRAM,11-03-72,M,M,joe16@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
13632,MS.CHERYL MUNOZ,MS.,CHERYL,MUNOZ,02-07-72,S,F,cheryl9@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
13633,MR.JUAN RAMOS,MR.,JUAN,RAMOS,03-12-72,S,M,juan5@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
13634,MS.ALEXIS RUSSELL,MS.,ALEXIS,RUSSELL,2/17/1972,M,F,alexis43@adventure-works.com,"$100,000 ",0,High School,Management,Y
13635,MR.KURT DENG,MR.,KURT,DENG,2/23/1971,M,M,kurt1@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
13636,MR.JARROD RODRIGUEZ,MR.,JARROD,RODRIGUEZ,01-02-71,M,M,jarrod18@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
13638,MS.DIANA ALVAREZ,MS.,DIANA,ALVAREZ,07-12-72,S,F,diana3@adventure-works.com,"$110,000 ",0,High School,Management,Y
13639,MR.COLIN LIANG,MR.,COLIN,LIANG,08-07-71,M,M,colin18@adventure-works.com,"$100,000 ",0,High School,Management,Y
13640,MS.RACHAEL PATEL,MS.,RACHAEL,PATEL,4/17/1971,M,F,rachael3@adventure-works.com,"$100,000 ",0,High School,Management,N
13641,MR.ADRIAN WATSON,MR.,ADRIAN,WATSON,5/18/1970,S,M,adrian2@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
13642,MS.CASSIE NARA,MS.,CASSIE,NARA,10-10-70,M,F,cassie15@adventure-works.com,"$100,000 ",0,High School,Management,N
13643,MR.RONALD SAI,MR.,RONALD,SAI,10-06-70,S,M,ronald7@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y
13644,MS.KRISTI DOMINGUEZ,MS.,KRISTI,DOMINGUEZ,04-02-70,M,F,kristi8@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y
13645,MR.EUGENE HE,MR.,EUGENE,HE,9/16/1970,S,M,eugene23@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y
13646,MR.TERRY YUAN,MR.,TERRY,YUAN,10-09-70,M,M,terry10@adventure-works.com,"$110,000 ",0,High School,Management,Y
13647,MR.ARMANDO ALONSO,MR.,ARMANDO,ALONSO,6/13/1970,S,M,armando8@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
13648,MR.ARTURO SHARMA,MR.,ARTURO,SHARMA,10-09-70,S,M,arturo34@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
13649,MS.REBEKAH SUAREZ,MS.,REBEKAH,SUAREZ,05-08-71,M,F,rebekah39@adventure-works.com,"$110,000 ",0,Partial High School,Professional,Y
13650,MR.JESSIE SHE,MR.,JESSIE,SHE,01-08-71,M,M,jessie29@adventure-works.com,"$110,000 ",0,Partial High School,Management,Y
13651,MR.JERRY SHARMA,MR.,JERRY,SHARMA,09-06-71,M,M,jerry10@adventure-works.com,"$120,000 ",0,Partial High School,Management,Y
13652,MRS.TAMARA ZENG,MRS.,TAMARA,ZENG,8/25/1941,M,F,tamara11@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
13653,MR.TONY CHANDER,MR.,TONY,CHANDER,3/25/1941,M,M,tony18@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
13654,MR.SHAWN ANDERSEN,MR.,SHAWN,ANDERSEN,02-05-41,M,M,shawn15@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y
13655,MR.CHRISTOPHER WALKER,MR.,CHRISTOPHER,WALKER,01-03-41,M,M,christopher23@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y
13656,MRS.FAITH HOWARD,MRS.,FAITH,HOWARD,4/25/1941,M,F,faith30@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y
13657,MRS.KAYLEE COLLINS,MRS.,KAYLEE,COLLINS,3/15/1941,S,F,kaylee22@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y
13658,MR.WYATT BENNETT,MR.,WYATT,BENNETT,3/13/1941,M,M,wyatt53@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y
13659,MR.CLAYTON SHAN,MR.,CLAYTON,SHAN,10/18/1941,M,M,clayton28@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y
13660,MR.ETHAN DAVIS,MR.,ETHAN,DAVIS,03-09-42,M,M,ethan37@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
13661,MR.ANDRE SARA,MR.,ANDRE,SARA,11-07-75,M,M,andre10@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
13662,MR.MIGUEL ROBERTS,MR.,MIGUEL,ROBERTS,11/24/1974,S,M,miguel39@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
13663,MR.MELVIN TANG,MR.,MELVIN,TANG,08-06-73,S,M,melvin4@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
13664,MR.LARRY DIAZ,MR.,LARRY,DIAZ,02-10-73,S,M,larry4@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
13665,MS.KRISTI RANDALL,MS.,KRISTI,RANDALL,2/18/1973,M,F,kristi28@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
13666,MS.TERESA RUIZ,MS.,TERESA,RUIZ,7/17/1973,S,F,teresa3@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13667,MR.ANDRES DENG,MR.,ANDRES,DENG,05-11-73,S,M,andres0@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13668,MR.STANLEY MARTINEZ,MR.,STANLEY,MARTINEZ,10-07-63,M,M,stanley19@adventure-works.com,"$60,000 ",5,Bachelors,Professional,Y
13669,MRS.KRISTY GILL,MRS.,KRISTY,GILL,03-03-63,M,F,kristy12@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
13670,MRS.BRITTNEY ZENG,MRS.,BRITTNEY,ZENG,9/27/1963,S,F,brittney21@adventure-works.com,"$60,000 ",3,Bachelors,Professional,N
13671,MR.FRANK RAMOS,MR.,FRANK,RAMOS,02-07-74,S,M,frank25@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
13672,MR.BENJAMIN DAVIS,MR.,BENJAMIN,DAVIS,06-07-80,S,M,benjamin39@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13673,MS.SANDRA HE,MS.,SANDRA,HE,11/13/1980,S,F,sandra26@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13674,MR.DREW SHEN,MR.,DREW,SHEN,1/13/1980,S,M,drew2@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
13675,MR.STANLEY SAI,MR.,STANLEY,SAI,04-09-80,S,M,stanley6@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13676,MR.GEORGE KAPOOR,MR.,GEORGE,KAPOOR,7/17/1980,M,M,george7@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13677,MS.BRIAN ALBRECHT,MS.,BRIAN,ALBRECHT,3/28/1978,S,F,brian35@adventure-works.com,"$30,000 ",0,High School,Manual,N
13678,MR.WARREN GOEL,MR.,WARREN,GOEL,6/25/1974,M,M,warren9@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
13679,MRS.SANDRA LI,MRS.,SANDRA,LI,02-03-74,M,F,sandra9@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
13680,MRS.JAN WATSON,MRS.,JAN,WATSON,11/17/1974,M,F,jan4@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
13681,MR.ADAM HALL,MR.,ADAM,HALL,11/18/1973,S,M,adam51@adventure-works.com,"$30,000 ",0,High School,Manual,Y
13682,MR.FERNANDO LOPEZ,MR.,FERNANDO,LOPEZ,4/25/1973,S,M,fernando27@adventure-works.com,"$30,000 ",0,High School,Manual,N
13683,MS.SHEILA TORRES,MS.,SHEILA,TORRES,12-03-73,S,F,sheila12@adventure-works.com,"$30,000 ",0,High School,Manual,N
13684,MR.FRANCIS DOMINGUEZ,MR.,FRANCIS,DOMINGUEZ,5/14/1972,S,M,francis10@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
13685,MRS.BRIANA TORRES,MRS.,BRIANA,TORRES,2/16/1973,M,F,briana11@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
13686,MR.PETER JAI,MR.,PETER,JAI,10/14/1973,M,M,peter17@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
13687,MR.MARIO XIE,MR.,MARIO,XIE,8/18/1973,M,M,mario2@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
13688,MR.RUBEN SANCHEZ,MR.,RUBEN,SANCHEZ,6/19/1973,S,M,ruben21@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
13689,MS.TERESA RAMOS,MS.,TERESA,RAMOS,4/21/1973,S,F,teresa18@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
13690,MS.CLAUDIA GAO,MS.,CLAUDIA,GAO,2/17/1972,S,F,claudia13@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13691,MRS.ARIANA BAILEY,MRS.,ARIANA,BAILEY,10/22/1972,S,F,ariana14@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
13692,MR.CURTIS LI,MR.,CURTIS,LI,10/21/1972,M,M,curtis3@adventure-works.com,"$40,000 ",2,Partial College,Clerical,N
13693,MR.DOMINIC GONZALEZ,MR.,DOMINIC,GONZALEZ,02-06-71,S,M,dominic19@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
13694,MS.SAVANNAH GRAY,MS.,SAVANNAH,GRAY,12/14/1971,S,F,savannah4@adventure-works.com,"$30,000 ",0,High School,Manual,Y
13695,MR.CHRISTIAN CLARK,MR.,CHRISTIAN,CLARK,4/23/1971,S,M,christian38@adventure-works.com,"$30,000 ",0,High School,Manual,N
13696,MRS.KATHERINE EDWARDS,MRS.,KATHERINE,EDWARDS,11/15/1971,S,F,katherine50@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
13697,MR.JÉSUS MUNOZ,MR.,JÉSUS,MUNOZ,6/24/1971,S,M,jésus6@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
13698,MRS.CATHERINE SANCHEZ,MRS.,CATHERINE,SANCHEZ,10-02-70,S,F,catherine21@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
13699,MRS.RACHEL ALEXANDER,MRS.,RACHEL,ALEXANDER,1/22/1975,S,F,rachel67@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
13700,MR.EVAN HOWARD,MR.,EVAN,HOWARD,03-03-75,S,M,evan12@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
13701,MRS.HALEY SCOTT,MRS.,HALEY,SCOTT,11/23/1974,S,F,haley51@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
13702,MRS.JESSIE SUAREZ,MRS.,JESSIE,SUAREZ,6/16/1974,S,F,jessie38@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
13703,MS.MACKENZIE SANDERS,MS.,MACKENZIE,SANDERS,06-04-74,S,F,mackenzie2@adventure-works.com,"$30,000 ",0,Graduate Degree,Skilled Manual,Y
13704,MS.VICTORIA DAVIS,MS.,VICTORIA,DAVIS,09-10-74,S,F,victoria6@adventure-works.com,"$30,000 ",0,Graduate Degree,Skilled Manual,Y
13705,MR.BLAKE MITCHELL,MR.,BLAKE,MITCHELL,08-12-74,S,M,blake38@adventure-works.com,"$30,000 ",0,Graduate Degree,Skilled Manual,Y
13706,MRS.KAITLYN PETERSON,MRS.,KAITLYN,PETERSON,6/16/1975,S,F,kaitlyn61@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
13707,MR.AUSTIN SMITH,MR.,AUSTIN,SMITH,11/19/1975,M,M,austin39@adventure-works.com,"$40,000 ",4,Partial College,Clerical,N
13708,MS.JENNIFER BENNETT,MS.,JENNIFER,BENNETT,04-03-66,S,F,jennifer76@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
13709,MR.ZACHARY ROBINSON,MR.,ZACHARY,ROBINSON,8/14/1966,S,M,zachary49@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
13710,MS.DESTINY HARRIS,MS.,DESTINY,HARRIS,7/14/1966,S,F,destiny13@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
13711,MR.THOMAS MITCHELL,MR.,THOMAS,MITCHELL,08-01-66,S,M,thomas48@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
13712,MS.NANCY MARTINEZ,MS.,NANCY,MARTINEZ,07-02-66,S,F,nancy21@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
13713,MR.ALEXANDER WALKER,MR.,ALEXANDER,WALKER,02-06-66,S,M,alexander10@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
13714,MRS.AMANDA WARD,MRS.,AMANDA,WARD,7/18/1953,M,F,amanda12@adventure-works.com,"$20,000 ",2,High School,Manual,N
13715,MR.EDUARDO SANCHEZ,MR.,EDUARDO,SANCHEZ,6/25/1953,M,M,eduardo84@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
13716,MR.BRANDON JAI,MR.,BRANDON,JAI,6/13/1953,M,M,brandon28@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
13717,MRS.AUDREY GILL,MRS.,AUDREY,GILL,7/13/1953,M,F,audrey15@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
13718,MR.MARCUS BARNES,MR.,MARCUS,BARNES,8/24/1953,M,M,marcus52@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
13719,MR.ISAAC CARTER,MR.,ISAAC,CARTER,11/27/1954,M,M,isaac32@adventure-works.com,"$20,000 ",2,Partial High School,Manual,N
13720,MR.CAMERON JOHNSON,MR.,CAMERON,JOHNSON,9/19/1954,M,M,cameron43@adventure-works.com,"$20,000 ",3,Partial High School,Manual,N
13721,MR.LUCAS HOWARD,MR.,LUCAS,HOWARD,04-12-54,S,M,lucas83@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,Y
13722,MR.LUKE CAMPBELL,MR.,LUKE,CAMPBELL,12/24/1954,M,M,luke38@adventure-works.com,"$30,000 ",1,High School,Manual,Y
13724,MR.CHARLES THOMPSON,MR.,CHARLES,THOMPSON,02-11-54,M,M,charles19@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13725,MR.NATHAN HENDERSON,MR.,NATHAN,HENDERSON,10-08-54,M,M,nathan1@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13726,MR.AUSTIN LEWIS,MR.,AUSTIN,LEWIS,07-04-54,M,M,austin36@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13727,MRS.PAULA RUBIO,MRS.,PAULA,RUBIO,04-08-55,M,F,paula22@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13728,MRS.TAYLOR STEWART,MRS.,TAYLOR,STEWART,8/26/1955,M,F,taylor1@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13729,MR.JASON LI,MR.,JASON,LI,10-10-55,M,M,jason24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13730,MR.WALTER SUAREZ,MR.,WALTER,SUAREZ,12/25/1955,M,M,walter12@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13731,MRS.JAN JAMES,MRS.,JAN,JAMES,4/18/1955,S,F,jan6@adventure-works.com,"$80,000 ",5,Graduate Degree,Skilled Manual,Y
13732,MRS.JULIAN ISLA,MRS.,JULIAN,ISLA,04-08-55,S,F,julian0@adventure-works.com,"$80,000 ",5,Graduate Degree,Skilled Manual,Y
13733,MRS.SYDNEY COLLINS,MRS.,SYDNEY,COLLINS,9/21/1956,M,F,sydney46@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13734,MRS.KRISTI GONZALEZ,MRS.,KRISTI,GONZALEZ,07-09-56,M,F,kristi36@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13735,MR.DENNIS GUO,MR.,DENNIS,GUO,05-07-56,M,M,dennis19@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13736,MR.COLE RIVERA,MR.,COLE,RIVERA,1/24/1956,M,M,cole17@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13737,MR.GARRETT SANDERS,MR.,GARRETT,SANDERS,11/24/1956,M,M,garrett7@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13738,MR.JOSE YOUNG,MR.,JOSE,YOUNG,3/25/1956,M,M,jose53@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13739,MR.JASON COLEMAN,MR.,JASON,COLEMAN,8/15/1956,M,M,jason3@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13740,MRS.JADA RAMIREZ,MRS.,JADA,RAMIREZ,10-07-57,M,F,jada3@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13741,MRS.HALEY MORGAN,MRS.,HALEY,MORGAN,10/19/1957,M,F,haley4@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13742,MR.BENJAMIN ROSS,MR.,BENJAMIN,ROSS,10/20/1957,M,M,benjamin5@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13743,MRS.ISABELLA ANDERSON,MRS.,ISABELLA,ANDERSON,10/22/1957,M,F,isabella65@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13744,MR.ALVIN ANDERSEN,MR.,ALVIN,ANDERSEN,10-12-57,M,M,alvin35@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13745,MR.ANDREW ROBINSON,MR.,ANDREW,ROBINSON,1/28/1957,M,M,andrew25@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13746,MRS.JANELLE MADAN,MRS.,JANELLE,MADAN,2/24/1957,M,F,janelle7@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13747,MR.BRIAN TORRES,MR.,BRIAN,TORRES,10-11-57,M,M,brian16@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
13748,MR.JOSÉ MARTINEZ,MR.,JOSÉ,MARTINEZ,04-10-58,M,M,josé79@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y
13749,MR.JULIO ALONSO,MR.,JULIO,ALONSO,9/22/1958,M,M,julio8@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y
13750,MR.RAYMOND SAI,MR.,RAYMOND,SAI,06-03-58,M,M,raymond7@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,N
13751,MRS.ALLISON RIVERA,MRS.,ALLISON,RIVERA,9/19/1958,S,F,allison16@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y
13752,MRS.ISABELLA PARKER,MRS.,ISABELLA,PARKER,03-12-58,S,F,isabella38@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y
13753,MRS.REBECCA NICHOLLS,MRS.,REBECCA,NICHOLLS,03-02-58,S,F,rebecca12@adventure-works.com,"$80,000 ",4,Graduate Degree,Skilled Manual,Y
13755,MR.LUKE ROBERTS,MR.,LUKE,ROBERTS,1/19/1959,S,M,luke35@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
13756,MRS.KAYLEE YOUNG,MRS.,KAYLEE,YOUNG,06-01-59,S,F,kaylee40@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
13757,MRS.JORDYN GRIFFIN,MRS.,JORDYN,GRIFFIN,07-06-59,S,F,jordyn19@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
13758,MRS.ALEXANDRIA BELL,MRS.,ALEXANDRIA,BELL,5/22/1959,S,F,alexandria36@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
13759,MR.JACKSON SCOTT,MR.,JACKSON,SCOTT,7/17/1959,M,M,jackson44@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
13760,MR.BRIAN COOPER,MR.,BRIAN,COOPER,6/24/1959,M,M,brian20@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
13761,MR.LOGAN POWELL,MR.,LOGAN,POWELL,09-02-59,M,M,logan11@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
13762,MR.GAVIN LONG,MR.,GAVIN,LONG,2/21/1959,M,M,gavin9@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
13763,MRS.STEPHANIE RICHARDSON,MRS.,STEPHANIE,RICHARDSON,10-11-59,S,F,stephanie15@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
13764,MRS.STEPHANIE PARKER,MRS.,STEPHANIE,PARKER,6/17/1968,M,F,stephanie55@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
13765,MR.JAIME SHEN,MR.,JAIME,SHEN,08-11-68,M,M,jaime26@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13766,MR.JOE GILL,MR.,JOE,GILL,02-04-68,M,M,joe37@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
13767,MRS.LINDA JIMENEZ,MRS.,LINDA,JIMENEZ,11/16/1968,S,F,linda20@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
13768,MR.ROSS MUNOZ,MR.,ROSS,MUNOZ,4/20/1968,M,M,ross27@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13769,MR.BRENDAN KUMAR,MR.,BRENDAN,KUMAR,09-02-68,M,M,brendan6@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13770,MR.GERALD MORENO,MR.,GERALD,MORENO,7/26/1968,M,M,gerald14@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13771,MR.VICTOR MORENO,MR.,VICTOR,MORENO,12/24/1968,S,M,victor8@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
13772,MS.MICHELE PEREZ,MS.,MICHELE,PEREZ,10/24/1968,M,F,michele34@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
